Sequence;Type;Année;Tour;Département;Commune;Numéro du bureau; Code canton;Code circonscription;Indicatif;Nombre d'inscrits;Nombre d'abstentions;Nombre de votants;Nombre de votants d'après les feuilles d'émargement;Nombre de bulletins blancs;Nombre de bulletins nuls;Nombre d'exprimés;Nombre de candidats;Sigle du candidat;Nombre de voix du candidat;Sigle du candidat;Nombre de voix du candidat;ADRESSE;NOM;Geo Shape;pourcentage_participation;geo_point_2d
113;PR;2017;2;31;555;0110;20;04;I;1083;307;776;776;59;26;691;2;LEPE;185;LEPE;185;4 CHEMIN LIFFARD;ECOLE PAUL BERT;"{""type"": ""Polygon"", ""coordinates"": [[[1.380980371, 43.5501196872], [1.3817001144, 43.5497529206], [1.3843023891, 43.5521543134], [1.384251652, 43.5522341592], [1.3842725781, 43.5522599942], [1.3845051524, 43.5523494533], [1.3865690191, 43.5542609512], [1.3871358564, 43.5545996498], [1.3891110639, 43.5536042447], [1.3901005766, 43.553013444], [1.3916125793, 43.5523798328], [1.3939983193, 43.551382019], [1.3940456554, 43.5510160565], [1.3941644948, 43.5509317106], [1.389767247, 43.5474255196], [1.3892610435, 43.5471100047], [1.3876193305, 43.5463005479], [1.3866682019, 43.5457456953], [1.3854302182, 43.5449906851], [1.3840246028, 43.5443089935], [1.3830317537, 43.5433563824], [1.3823129035, 43.5425148837], [1.3810142135, 43.5417549959], [1.3808905679, 43.5420046763], [1.3804904036, 43.5427913232], [1.3811001239, 43.5430538184], [1.3789729803, 43.5442260715], [1.3772958547, 43.5451513763], [1.3762828182, 43.5457047839], [1.3748113818, 43.5464529836], [1.3725259379, 43.5476230362], [1.3717390749, 43.5480250195], [1.3708219136, 43.5484730609], [1.3704036414, 43.54867858], [1.3701755023, 43.5487901681], [1.3685824111, 43.5495703634], [1.3683331527, 43.5497006866], [1.3680227897, 43.5499092991], [1.3708525726, 43.551085888], [1.3715211129, 43.5513335219], [1.3718454827, 43.5514659097], [1.3721243741, 43.551596017], [1.3724574723, 43.5517521255], [1.3726292446, 43.5518292862], [1.373056679, 43.5520249889], [1.3731238224, 43.5520558362], [1.373198763, 43.5520919248], [1.373633405, 43.5523203632], [1.373697917, 43.5523530835], [1.3738437639, 43.5524440708], [1.3742764014, 43.5527014526], [1.3748353509, 43.5530515479], [1.3752169203, 43.5533007065], [1.3752511648, 43.5533237831], [1.375519556, 43.5534022804], [1.3767695118, 43.5526474691], [1.377289844, 43.5531353586], [1.3778234065, 43.5527983264], [1.377303073, 43.5523104375], [1.3785120574, 43.55154958], [1.380980371, 43.5501196872]]]}";71.6528162511542;43.5489131661, 1.38174641317
166;PR;2017;2;31;555;0162;16;01;I;1081;382;699;699;54;10;635;2;LEPE;103;LEPE;103;5 RUE DU GENERAL HOCHE;ECOLE ALFRED DE MUSSET;"{""type"": ""Polygon"", ""coordinates"": [[[1.4323593727, 43.6232031963], [1.4318954468, 43.6240812872], [1.4314341959, 43.6248676178], [1.4309371766, 43.6255280608], [1.4330141037, 43.6266260665], [1.4335384939, 43.6268405715], [1.4341060066, 43.6268710409], [1.4371271787, 43.6261549152], [1.4369439553, 43.6251535065], [1.4368620187, 43.6247889133], [1.4368620187, 43.6247889133], [1.4368179643, 43.6245753954], [1.4368729545, 43.623647829], [1.4344302821, 43.6233691961], [1.4355662925, 43.6210167018], [1.4342854588, 43.620627103], [1.4338216429, 43.621242181], [1.4335888461, 43.6215657916], [1.4330877633, 43.6219743097], [1.4327829227, 43.622324783], [1.4323593727, 43.6232031963]]]}";64.66234967622572;43.6243717484, 1.43418132654
157;PR;2017;2;31;555;0153;16;04;I;1100;342;758;758;82;14;662;2;LEPE;109;LEPE;109;270 RUE DES FONTAINES;ECOLE DES GAIS PINSONS;"{""type"": ""Polygon"", ""coordinates"": [[[1.4186661927, 43.6055763016], [1.4205834942, 43.6050004143], [1.4204504383, 43.6034043097], [1.4204142498, 43.6027076632], [1.4204092914, 43.6026063886], [1.4202698585, 43.6012560761], [1.4202076741, 43.600638934], [1.4187104717, 43.6010655712], [1.418375964, 43.6011451724], [1.4161611891, 43.6016726225], [1.415334365, 43.6018688281], [1.415411245, 43.6020943861], [1.4156955893, 43.6030180871], [1.4161907769, 43.6032430879], [1.4174875945, 43.6043826208], [1.4177046177, 43.6044180778], [1.4178977824, 43.6046419864], [1.4186661927, 43.6055763016]]]}";68.9090909090909;43.6029969539, 1.41845582789
151;PR;2017;2;31;555;0147;21;04;I;1100;289;811;811;56;13;742;2;LEPE;143;LEPE;143;2 PLACE BERTIER;GROUPE SCOLAIRE LITTRE;"{""type"": ""Polygon"", ""coordinates"": [[[1.3770696992, 43.5899653557], [1.3780789787, 43.5900722583], [1.3818544702, 43.5907304526], [1.3842121993, 43.591114703], [1.3845552264, 43.5911705841], [1.3854498109, 43.5913369618], [1.3914628309, 43.5937212465], [1.3916251105, 43.5939449032], [1.3822844396, 43.5949267825], [1.3779248642, 43.5962173804], [1.3751200224, 43.5961885325], [1.3737704667, 43.59649949], [1.3724246488, 43.5958956629], [1.3713362126, 43.5957003661], [1.370881617, 43.5957239484], [1.370294862, 43.5960606098], [1.3698827042, 43.5960398027], [1.3693151705, 43.595656872], [1.3682539959, 43.5944421309], [1.3675975528, 43.5942978877], [1.3666984056, 43.5939702467], [1.3665040048, 43.5927527394], [1.3660338608, 43.5918162744], [1.3662950018, 43.5913100674], [1.3665315093, 43.5909534814], [1.3668955241, 43.5900536626], [1.3677318892, 43.5901772399], [1.3683554334, 43.5901750046], [1.3701072584, 43.5898682892], [1.371304827, 43.589786734], [1.3731390553, 43.5898572297], [1.37582059, 43.5899339504], [1.3770696992, 43.5899653557]]]}";73.72727272727273;43.5929432909, 1.37669702139
176;PR;2017;2;31;555;0172;16;01;I;1210;333;877;877;71;15;791;2;LEPE;134;LEPE;134;110 ROUTE DE BLAGNAC;ECOLE DES SEPT DENIERS;"{""type"": ""Polygon"", ""coordinates"": [[[1.401156188, 43.6246711118], [1.4026433846, 43.6245901189], [1.4043265929, 43.624411243], [1.4057766523, 43.6248242223], [1.4073094015, 43.6252571856], [1.4083442338, 43.625554308], [1.4096185822, 43.6259080507], [1.4106386194, 43.6261868558], [1.4112945011, 43.6258024123], [1.4112288641, 43.6251581489], [1.4126963729, 43.6251391695], [1.4104614331, 43.6242763439], [1.4080582631, 43.6231087795], [1.4080693854, 43.6206624414], [1.408097934, 43.6199354971], [1.4080857148, 43.6193019563], [1.4081206124, 43.6190657914], [1.4081426219, 43.6186350356], [1.4081009794, 43.6184963334], [1.4080663005, 43.6176590905], [1.4080891747, 43.6175167232], [1.408137668, 43.6171506844], [1.4088908701, 43.616427389], [1.4071937372, 43.6155363402], [1.405980517, 43.6147561395], [1.4056358582, 43.6145411523], [1.4050627012, 43.6143285449], [1.4041528823, 43.6154716723], [1.4029124655, 43.6173489911], [1.4023485726, 43.6185156555], [1.4016308736, 43.6205212187], [1.401229823, 43.6227043267], [1.4011407197, 43.6236272909], [1.4011429623, 43.6239634831], [1.401156188, 43.6246711118]]]}";72.47933884297521;43.6207939424, 1.40557316009
162;PR;2017;2;31;555;0158;16;01;I;1198;410;788;787;57;11;720;2;LEPE;111;LEPE;111;PL MARCHE AUX COCHONS;MDC NORD;"{""type"": ""Polygon"", ""coordinates"": [[[1.4298109096, 43.6131434338], [1.4294685103, 43.6133632511], [1.4276267434, 43.616667956], [1.4277665145, 43.6167374806], [1.4302485408, 43.6177027224], [1.4309625483, 43.6169213865], [1.431404865, 43.6164174241], [1.4319605386, 43.6158607476], [1.4325126827, 43.6152958807], [1.4329768551, 43.6148450487], [1.433132821, 43.6146993838], [1.4312540284, 43.6137245514], [1.4298109096, 43.6131434338]]]}";65.69282136894824;43.615420329, 1.43021349182
158;PR;2017;2;31;555;0154;16;01;I;1254;398;856;856;70;24;762;2;LEPE;87;LEPE;87;123 ALLEE DE BRIENNE;ECOLE DES AMIDONNIERS;"{""type"": ""Polygon"", ""coordinates"": [[[1.4199304457, 43.6102273907], [1.419157336, 43.6092321031], [1.4193832249, 43.608891751], [1.4192568182, 43.6086437858], [1.4190204598, 43.6082643619], [1.419184427, 43.6081010666], [1.4189138443, 43.6077459651], [1.4203758441, 43.6070803753], [1.4205445495, 43.6072018955], [1.4206614471, 43.6064563467], [1.4196966916, 43.6067919846], [1.4180955824, 43.6075283477], [1.4160620881, 43.6086065079], [1.4153555414, 43.609504318], [1.4148441781, 43.6100716219], [1.4183735537, 43.6109612726], [1.4246618129, 43.6119841576], [1.4252414164, 43.6103381848], [1.4258061187, 43.6098340048], [1.427473596, 43.6083642472], [1.427844519, 43.6084617988], [1.4283887897, 43.6084198629], [1.4282864118, 43.6074667334], [1.4282838204, 43.6072093637], [1.4252415157, 43.6082805361], [1.4199304457, 43.6102273907]]]}";68.2615629984051;43.6096138502, 1.42137393645
179;PR;2017;2;31;555;0175;16;01;I;1043;366;677;677;62;17;598;2;LEPE;116;LEPE;116;4 ALLEE DU VIVARAIS;GROUPE SCOLAIRE CHATEAU D'ANCELY;"{""type"": ""Polygon"", ""coordinates"": [[[1.3965001212, 43.6175939862], [1.396833303, 43.6178550417], [1.3967905967, 43.6175897718], [1.3968210221, 43.6165663091], [1.3968855238, 43.6163568029], [1.3968795855, 43.6161542799], [1.3968966252, 43.6154022463], [1.3968963471, 43.6145090918], [1.3969837586, 43.6137538546], [1.3970275127, 43.6124617956], [1.3970813577, 43.611190639], [1.3970698032, 43.6103522669], [1.3971169332, 43.6085966298], [1.3969711596, 43.6081791248], [1.3954019755, 43.6091154327], [1.3924883505, 43.6111654846], [1.3925970087, 43.6116737926], [1.3931674065, 43.6131894373], [1.3939248392, 43.6142262236], [1.3940909707, 43.6147828659], [1.3945763731, 43.615298764], [1.3949520371, 43.6160029702], [1.3955771943, 43.6167423655], [1.3965001212, 43.6175939862]]]}";64.90891658676894;43.6126130453, 1.39534974272
165;PR;2017;2;31;555;0161;16;01;I;791;253;538;538;36;14;488;2;LEPE;72;LEPE;72;5 RUE DU GENERAL HOCHE;ECOLE ALFRED DE MUSSET;"{""type"": ""Polygon"", ""coordinates"": [[[1.4266406131, 43.6185819092], [1.4262490908, 43.6185933359], [1.4240661969, 43.6198616867], [1.4232556953, 43.6201696617], [1.4219888043, 43.6205593994], [1.4196173747, 43.6206371147], [1.4199956603, 43.6236116266], [1.4215033622, 43.6232846924], [1.4230776671, 43.6226593699], [1.4246643, 43.6220236436], [1.4250378622, 43.6217984835], [1.4254970165, 43.6226516198], [1.4282139055, 43.6240886833], [1.4286140096, 43.6236955023], [1.4283106432, 43.6236041324], [1.4283465646, 43.622611926], [1.4277880848, 43.6225960983], [1.4277748549, 43.6220103336], [1.4277606562, 43.6212315547], [1.4283240637, 43.6206655591], [1.4287859064, 43.6200977954], [1.429206443, 43.6195051066], [1.4294992715, 43.6190031643], [1.4266406131, 43.6185819092]]]}";68.01517067003793;43.6212133549, 1.42471428599
171;PR;2017;2;31;555;0167;16;01;I;1244;397;847;847;62;25;760;2;LEPE;102;LEPE;102;2 RUE D ARTAGNAN;ECOLE FALGUIERE;"{""type"": ""Polygon"", ""coordinates"": [[[1.430575876, 43.609087087], [1.4303882545, 43.609217924], [1.4276665391, 43.6091197648], [1.4275839575, 43.6092389923], [1.4267803326, 43.6103448868], [1.4258241908, 43.6117087303], [1.4255241239, 43.6121552356], [1.4263386645, 43.6123126809], [1.4298109096, 43.6131434338], [1.4312540284, 43.6137245514], [1.433132821, 43.6146993838], [1.4337467686, 43.6150408504], [1.434717776, 43.6154633799], [1.4372567773, 43.616104624], [1.4378027014, 43.6143330342], [1.4367017391, 43.6141773722], [1.4366405558, 43.6138060251], [1.4353318962, 43.613638681], [1.4368925208, 43.6110037711], [1.436009007, 43.6107498442], [1.4349230963, 43.6104377323], [1.4331520934, 43.6098842262], [1.4327037832, 43.6097377791], [1.4314174326, 43.6093392121], [1.430575876, 43.609087087]]]}";68.08681672025723;43.6120957506, 1.43202229325
192;PR;2017;2;31;555;0187;22;01;I;479;240;239;239;27;2;210;2;LEPE;85;LEPE;85;14 CHEMIN DE LA GLACIERE;MATERNELLE JEAN DIEUZAIDE;"{""type"": ""Polygon"", ""coordinates"": [[[1.4112639494, 43.6664514794], [1.423634791, 43.6521661721], [1.4236643401, 43.6512562384], [1.4220372912, 43.639319981], [1.4215592398, 43.6355751224], [1.4205559235, 43.6280329678], [1.420326095, 43.6262031819], [1.4200169744, 43.6237700727], [1.4199956603, 43.6236116266], [1.4196736346, 43.6236815312], [1.4189049693, 43.6238397577], [1.4179408221, 43.6241017951], [1.4126963729, 43.6251391695], [1.4112288641, 43.6251581489], [1.4112945011, 43.6258024123], [1.4106386194, 43.6261868558], [1.4096185822, 43.6259080507], [1.4083442338, 43.625554308], [1.4073094015, 43.6252571856], [1.4057766523, 43.6248242223], [1.4043265929, 43.624411243], [1.4026433846, 43.6245901189], [1.401156188, 43.6246711118], [1.4014739218, 43.6269135301], [1.4030393308, 43.6322541066], [1.4037746413, 43.634056659], [1.4038915895, 43.638021968], [1.4016368018, 43.6467342498], [1.4019098924, 43.6493318993], [1.406428354, 43.6538181213], [1.4069328214, 43.6557853589], [1.4068882141, 43.6590134403], [1.4059343717, 43.6620848584], [1.4036375692, 43.6648782951], [1.4003769782, 43.6665437418], [1.4007424308, 43.6671762197], [1.4004516617, 43.6678481257], [1.4024240172, 43.668492628], [1.4024722059, 43.6684982517], [1.4025274052, 43.6682985811], [1.4025616515, 43.6681928925], [1.4025535574, 43.667960077], [1.4025704146, 43.6678829194], [1.4025987147, 43.6678232635], [1.4026300618, 43.6676522687], [1.4026881164, 43.6676073334], [1.4028318682, 43.6675829699], [1.4029001616, 43.6675494754], [1.4029146442, 43.6675404174], [1.4029637118, 43.667486606], [1.4029712623, 43.6674207203], [1.403027635, 43.6670661032], [1.4032810679, 43.6665288947], [1.4034373832, 43.6662841889], [1.4035257466, 43.6661163373], [1.4035726523, 43.6658850872], [1.4036120221, 43.6657841752], [1.4037376552, 43.6655846295], [1.4038355951, 43.6654889311], [1.4039075844, 43.6654696583], [1.4042624251, 43.6654479778], [1.4045185908, 43.6654018287], [1.4048513052, 43.6652948153], [1.4051240278, 43.6651904273], [1.4054033288, 43.6650817434], [1.4055043676, 43.665121361], [1.4056297999, 43.6651848393], [1.4058948277, 43.6653232558], [1.4060455142, 43.6653856826], [1.4061840715, 43.6654126767], [1.4064105423, 43.6654325076], [1.4066345044, 43.6654456995], [1.4070423326, 43.6654528324], [1.4071727403, 43.6654482199], [1.4072716859, 43.6654547113], [1.4074028617, 43.6654841735], [1.4074521202, 43.6655016081], [1.4080818625, 43.6655701564], [1.4085718309, 43.6656593204], [1.4088237136, 43.6657209855], [1.4089095616, 43.6657320972], [1.408964108, 43.6657448454], [1.4092565174, 43.6658825341], [1.4095636305, 43.6659966925], [1.4099146303, 43.666138638], [1.4104139347, 43.6662988347], [1.4105141055, 43.6663110044], [1.4108831584, 43.6662969867], [1.4112639494, 43.6664514794]]]}";49.89561586638831;43.6435452474, 1.41227936528
208;PR;2017;2;31;555;0201;22;02;I;1153;337;816;816;73;26;717;2;LEPE;121;LEPE;121;11 AVENUE BOURGES MAUNOURY;ECOLE LA MAOURINE;"{""type"": ""Polygon"", ""coordinates"": [[[1.4508940153, 43.6282733686], [1.4500064065, 43.628776152], [1.4493252991, 43.6291188902], [1.4490582594, 43.6288159588], [1.4489242691, 43.6286828655], [1.4486908261, 43.6284801649], [1.4483773517, 43.6282974012], [1.4481663804, 43.6279388278], [1.447399737, 43.6275927582], [1.4465892874, 43.62733005], [1.4460369994, 43.6272304247], [1.4459284337, 43.6276393756], [1.4456366262, 43.6277381893], [1.4452062862, 43.6282274011], [1.4446500332, 43.6286121839], [1.4441078161, 43.6289504546], [1.4440052146, 43.6302005781], [1.4443709478, 43.6302288467], [1.4446872934, 43.6301770644], [1.4450793248, 43.6299301685], [1.4454116047, 43.6297571832], [1.4457768602, 43.6298041225], [1.4463389649, 43.6296949308], [1.4466652977, 43.6297553519], [1.4474884017, 43.6297477235], [1.447857235, 43.6299067788], [1.4480275343, 43.6297829788], [1.4489124206, 43.6293189052], [1.4490849072, 43.6294788751], [1.4488148997, 43.6298342186], [1.4491770138, 43.6308796673], [1.4493133851, 43.6316316895], [1.4495434185, 43.6322412173], [1.4507552068, 43.6335943799], [1.4486158414, 43.6350927605], [1.4482253064, 43.6355847076], [1.4478506268, 43.6358542462], [1.4491602422, 43.6357827662], [1.4493502189, 43.6355441418], [1.4491605936, 43.6353672115], [1.4498422492, 43.6352798821], [1.4510002463, 43.6351432741], [1.4518433837, 43.6347315846], [1.452244681, 43.6350226506], [1.4529477367, 43.6350815785], [1.4549967224, 43.6350871331], [1.4556697926, 43.6349381497], [1.4559724075, 43.6345573217], [1.4569009645, 43.6337764116], [1.4572406191, 43.6334450627], [1.457444724, 43.6333842044], [1.4576828584, 43.6333122532], [1.4574603972, 43.6332045597], [1.4569614926, 43.6329395601], [1.4546100962, 43.6314528849], [1.4546190607, 43.6313753765], [1.454355413, 43.6312946661], [1.4540268186, 43.6310821943], [1.4531623253, 43.630701735], [1.4525459789, 43.6303657823], [1.4517154526, 43.6299808494], [1.4520213452, 43.6298186081], [1.452357081, 43.629664176], [1.4528166046, 43.6295059744], [1.4531431965, 43.6295293345], [1.4533791118, 43.6295188731], [1.4534645466, 43.6293785652], [1.4533748015, 43.6291053818], [1.453125275, 43.6287155237], [1.4529674227, 43.6285562904], [1.4528415701, 43.6284564065], [1.4525960194, 43.6281857307], [1.4523559199, 43.6279074862], [1.4521663506, 43.6277101365], [1.4520202228, 43.6276661634], [1.4519435449, 43.6276572095], [1.4508940153, 43.6282733686]]]}";70.77189939288812;43.6315285199, 1.45117685163
180;PR;2017;2;31;555;0176;16;01;I;1007;303;704;703;62;17;625;2;LEPE;115;LEPE;115;4 ALLEE DU VIVARAIS;GROUPE SCOLAIRE CHATEAU D'ANCELY;"{""type"": ""Polygon"", ""coordinates"": [[[1.4029124655, 43.6173489911], [1.3991322681, 43.6166658831], [1.3990001647, 43.6172002997], [1.3983896446, 43.6176825071], [1.3978431786, 43.6183137802], [1.3977197727, 43.6189570719], [1.3968536225, 43.6187985083], [1.3966828213, 43.6186457117], [1.3967676652, 43.6181364468], [1.3967944334, 43.6180079919], [1.396833303, 43.6178550417], [1.3965001212, 43.6175939862], [1.3955771943, 43.6167423655], [1.3949520371, 43.6160029702], [1.3945763731, 43.615298764], [1.3940909707, 43.6147828659], [1.3943460932, 43.6154483766], [1.3933133532, 43.6162575701], [1.3926652551, 43.6168244858], [1.3929311836, 43.6169522519], [1.3930507772, 43.6171495599], [1.3930259277, 43.6173448603], [1.3927950308, 43.6176327347], [1.3926197998, 43.6178020845], [1.3924727162, 43.617900249], [1.3923188171, 43.6180078611], [1.3920529135, 43.6181282328], [1.3917141616, 43.6182714488], [1.3915733877, 43.6183792425], [1.3914736479, 43.6184255731], [1.3913845207, 43.6185674894], [1.391348038, 43.6187053651], [1.391369398, 43.6188917654], [1.3914126597, 43.6190877213], [1.3914128728, 43.6192359435], [1.3913213552, 43.6194684915], [1.3911871418, 43.619576376], [1.3910058399, 43.619726552], [1.3909240283, 43.6198399385], [1.390788061, 43.620014605], [1.3907109257, 43.6201996345], [1.3907466789, 43.6203385153], [1.3913000033, 43.6205275451], [1.3918372932, 43.6205779661], [1.3922868295, 43.6207178295], [1.3927054236, 43.620785681], [1.3930711121, 43.620867115], [1.3932750348, 43.6208556333], [1.3936613042, 43.620903947], [1.3938832956, 43.620954749], [1.3941247371, 43.6210153649], [1.3944892994, 43.6211397238], [1.3946854037, 43.6211758491], [1.3950605507, 43.6210343809], [1.3952364078, 43.6209544499], [1.3955689785, 43.6207968222], [1.3959237999, 43.6207922009], [1.3962835896, 43.6208536674], [1.3967194725, 43.6208767718], [1.3976489072, 43.6209358146], [1.3982925693, 43.6209888859], [1.3986477334, 43.6209295822], [1.398898846, 43.6208879038], [1.3992108574, 43.6208410472], [1.3995189513, 43.6207861071], [1.3997917159, 43.6209193295], [1.4000855668, 43.6222499849], [1.4001915913, 43.6225264007], [1.400276758, 43.622755368], [1.401229823, 43.6227043267], [1.401229823, 43.6227043267], [1.4016308736, 43.6205212187], [1.4023485726, 43.6185156555], [1.4029124655, 43.6173489911]]]}";69.81132075471697;43.6190487161, 1.39695539492
211;PR;2017;2;31;555;0204;23;02;I;727;288;439;439;38;11;390;2;LEPE;64;LEPE;64;4 BIS RUE REILLE;MATERNELLE REILLE;"{""type"": ""Polygon"", ""coordinates"": [[[1.4656069437, 43.6132834138], [1.4648928816, 43.6137623333], [1.4629634634, 43.613822211], [1.4623281047, 43.6133697896], [1.4617601909, 43.6125810632], [1.4617689305, 43.611984128], [1.4593714072, 43.6109380854], [1.4595183007, 43.6121966281], [1.4584530246, 43.6122696518], [1.4610968068, 43.6140424358], [1.4617980009, 43.6144525757], [1.4621994279, 43.6145360988], [1.4623896567, 43.6145027783], [1.4657478713, 43.6145144601], [1.4656876461, 43.6133748623], [1.4656069437, 43.6132834138]]]}";60.38514442916093;43.6131570011, 1.46176298284
198;PR;2017;2;31;555;192A;22;02;I;1019;462;557;557;55;19;483;2;LEPE;122;LEPE;122;7 CHEMIN D AUDIBERT;ECOLE ERNEST RENAN;"{""type"": ""Polygon"", ""coordinates"": [[[1.4392196929, 43.6406556381], [1.4392374403, 43.6376679754], [1.4390988879, 43.6365863684], [1.4415364549, 43.6366026473], [1.4441219495, 43.6366705176], [1.4440272478, 43.636122406], [1.4439287263, 43.6359163154], [1.4437416326, 43.6344890266], [1.4437875901, 43.6335063597], [1.4437977626, 43.6329575445], [1.4440593422, 43.6329299559], [1.4440775201, 43.6319228804], [1.4456424736, 43.6320433601], [1.4475354936, 43.6319874361], [1.4476942229, 43.6318378393], [1.4478506268, 43.6358542462], [1.4479697232, 43.63626433], [1.4472159848, 43.6363991506], [1.4464568678, 43.6364840596], [1.4466758148, 43.637764423], [1.4479395566, 43.639840864], [1.4445441546, 43.6400350748], [1.4442249205, 43.6402253284], [1.4442464259, 43.6395879068], [1.4441671347, 43.6388786274], [1.444033641, 43.6383098978], [1.4439332203, 43.6377944146], [1.4421821963, 43.6379802388], [1.4421678901, 43.6388486723], [1.4392196929, 43.6406556381]]]}";54.66143277723258;43.6364394055, 1.44434747147
197;PR;2017;2;31;555;0192;22;02;I;1108;456;652;651;43;20;589;2;LEPE;176;LEPE;176;7 CHEMIN D AUDIBERT;ECOLE ERNEST RENAN;"{""type"": ""Polygon"", ""coordinates"": [[[1.4392274986, 43.6473043746], [1.4440209451, 43.6468296826], [1.4474360884, 43.6466398741], [1.4484590263, 43.6466681287], [1.4486600426, 43.6444440469], [1.4495193251, 43.6422759135], [1.4493331682, 43.6419825205], [1.4463084046, 43.6413348616], [1.444790193, 43.6416471785], [1.4444586411, 43.6416899817], [1.4442945162, 43.6416006994], [1.4442289174, 43.6408470635], [1.4442249205, 43.6402253284], [1.4442464259, 43.6395879068], [1.4441671347, 43.6388786274], [1.444033641, 43.6383098978], [1.4439332203, 43.6377944146], [1.4421821963, 43.6379802388], [1.4421678901, 43.6388486723], [1.4392196929, 43.6406556381], [1.4391329575, 43.642303103], [1.439138115, 43.6426777123], [1.4392274986, 43.6473043746]]]}";58.754512635379065;43.6433776065, 1.44357749543
195;PR;2017;2;31;555;0190;22;02;I;1241;389;852;852;66;5;781;2;LEPE;174;LEPE;174;7 CHEMIN D AUDIBERT;ECOLE ERNEST RENAN;"{""type"": ""Polygon"", ""coordinates"": [[[1.444790193, 43.6416471785], [1.4463084046, 43.6413348616], [1.4493331682, 43.6419825205], [1.4497322688, 43.641793959], [1.4516327101, 43.6408669646], [1.4517420162, 43.6400573103], [1.4524999191, 43.6393734992], [1.4524488087, 43.6386020113], [1.4524869604, 43.6355851077], [1.4520153994, 43.6354092292], [1.4505921841, 43.6357207386], [1.4491493797, 43.6360339666], [1.4479697232, 43.63626433], [1.4472159848, 43.6363991506], [1.4464568678, 43.6364840596], [1.4466758148, 43.637764423], [1.4479395566, 43.639840864], [1.4445441546, 43.6400350748], [1.4442249205, 43.6402253284], [1.4442289174, 43.6408470635], [1.4442945162, 43.6416006994], [1.4444586411, 43.6416899817], [1.444790193, 43.6416471785]]]}";68.65431103948428;43.638861452, 1.44916182313
203;PR;2017;2;31;555;0197;22;02;I;1172;378;794;794;61;29;704;2;LEPE;149;LEPE;149;135 ROUTE D ALBI;ECOLE CUVIER;"{""type"": ""Polygon"", ""coordinates"": [[[1.4632770293, 43.6419018734], [1.4655742561, 43.6412497012], [1.4661398571, 43.6407894982], [1.4665583953, 43.6406733599], [1.4671753449, 43.6416392436], [1.468291863, 43.6410607117], [1.4716603246, 43.6378074908], [1.468855285, 43.6364553143], [1.4681910562, 43.6359954224], [1.4670910116, 43.6366474711], [1.4667358397, 43.636935889], [1.4662817534, 43.6372836331], [1.4648881898, 43.6356984593], [1.4646640471, 43.6354202398], [1.4640091906, 43.6355722592], [1.463796563, 43.6356852323], [1.4632176771, 43.6359833989], [1.4621716566, 43.636159827], [1.4614874399, 43.6366257125], [1.4613871632, 43.6376902794], [1.4619871287, 43.640721012], [1.4625268238, 43.640905037], [1.4630310505, 43.641172404], [1.4632770293, 43.6419018734]]]}";67.74744027303754;43.6386284476, 1.46578298111
